employee_index_id,full_name,first_name,last_name,date_of_birth,age,gender,marital_status,nationality,race,work_pass_type,mobile_number,personal_email,work_email,industry,job_title,employment_type,employment_status,employment_start_date,leave_taken,department
120,Juan Harding,Juan,Harding,1993-10-18,32,Female,Divorced,Singaporean,Others,Citizen / PR,97013596,wsullivan@yahoo.com,juan.harding@company.com,IT,AI Engineer,Contract,Probation,2023-03-11,2,Engineering
121,Felicia Fletcher,Felicia,Fletcher,1977-10-27,48,Male,Single,Others,Malay,Work Permit (WP),98574424,ramosnicole@perez-alvarez.org,felicia.fletcher@company.com,Wholesale,Wholesale Manager,Full-Time,Probation,2020-09-21,0,Operations
122,Kevin Rogers,Kevin,Rogers,1981-07-18,44,Female,Divorced,Singaporean,Others,Citizen / PR,94636570,omeadows@bruce.biz,kevin.rogers@company.com,Wholesale,Warehouse Manager,Contract,Resigned,2019-06-05,15,Operations
123,Dustin Bell,Dustin,Bell,1990-08-21,35,Male,Single,Singaporean,Malay,Citizen / PR,90007034,bullockvanessa@rogers-anderson.biz,dustin.bell@company.com,Service,Operations Executive,Part-Time,Resigned,2023-08-14,11,Engineering
124,Michelle Garcia,Michelle,Garcia,1983-07-17,42,Male,Married,Thai,Chinese,S Pass,91937037,barbermike@santiago-miller.net,michelle.garcia@company.com,IT,Database Administrator,Contract,Active,2017-03-27,16,Marketing
125,Blake Bartlett,Blake,Bartlett,2001-03-07,24,Female,Married,Singaporean,Chinese,Citizen / PR,98115018,wattslori@becker-davis.com,blake.bartlett@company.com,IT,System Analyst,Part-Time,Probation,2018-10-18,12,Finance
126,Jeremy Gibson,Jeremy,Gibson,1966-09-08,59,Male,Married,Singaporean,Chinese,Citizen / PR,91184815,kanecurtis@bennett.com,jeremy.gibson@company.com,IT,Full Stack Developer,Full-Time,Probation,2016-06-17,6,Engineering
127,Kyle George,Kyle,George,1989-07-25,36,Female,Single,Singaporean,Eurasian,Citizen / PR,95633918,rachel37@gmail.com,kyle.george@company.com,Service,Field Service Technician,Full-Time,Resigned,2022-04-01,17,Sales
128,Sydney Choi,Sydney,Choi,1975-08-03,50,Female,Single,Singaporean,Eurasian,Citizen / PR,94139691,baxterpaul@yahoo.com,sydney.choi@company.com,IT,IT Manager,Contract,Resigned,2024-10-25,17,Product
129,Alexis Webb,Alexis,Webb,1966-03-25,59,Male,Single,Indian,Eurasian,Employment Pass (EP),99436624,kevinhamilton@yahoo.com,alexis.webb@company.com,IT,Cloud Architect,Part-Time,Active,2020-07-17,1,Marketing
130,Hannah Perry,Hannah,Perry,1992-09-27,33,Male,Married,Indian,Chinese,Work Permit (WP),90643419,fglass@watson.com,hannah.perry@company.com,IT,AI Engineer,Part-Time,Active,2017-09-12,7,Operations
131,Stacy Rodriguez,Stacy,Rodriguez,2002-02-05,23,Female,Single,Indonesian,Eurasian,S Pass,91818736,clarklaura@yahoo.com,stacy.rodriguez@company.com,Service,Operations Executive,Full-Time,Resigned,2023-02-07,13,Engineering
132,Steven Boyle,Steven,Boyle,1999-03-24,26,Male,Divorced,Singaporean,Malay,Citizen / PR,96061662,bgilbert@freeman.com,steven.boyle@company.com,IT,System Analyst,Contract,Active,2024-01-01,16,IT Support
133,Sarah Young,Sarah,Young,1977-10-06,48,Female,Divorced,Singaporean,Eurasian,Citizen / PR,90235896,spaul@yahoo.com,sarah.young@company.com,Service,Field Service Technician,Part-Time,Active,2022-09-10,18,Human Resources
134,George Olson,George,Olson,1966-03-06,59,Male,Divorced,Singaporean,Chinese,Citizen / PR,98932450,santossamantha@hotmail.com,george.olson@company.com,IT,Cloud Architect,Part-Time,Active,2024-09-17,2,Human Resources
135,Destiny Scott,Destiny,Scott,1968-02-01,57,Female,Single,Singaporean,Indian,Citizen / PR,90727539,hwest@ramirez.net,destiny.scott@company.com,IT,Software Engineer,Part-Time,Probation,2017-09-27,5,IT Support
136,Michael Herrera,Michael,Herrera,2002-11-28,23,Male,Divorced,Myanmar,Eurasian,Employment Pass (EP),94513986,monica93@hotmail.com,michael.herrera@company.com,Service,Operations Executive,Contract,Resigned,2019-04-04,1,Engineering
137,Deborah Kim,Deborah,Kim,2004-07-31,21,Female,Divorced,Malaysian,Eurasian,LTVP,99642995,lindsay07@bryant-wells.com,deborah.kim@company.com,Wholesale,Supplier Relations Officer,Contract,Probation,2019-11-12,12,Product
138,Jillian Kim,Jillian,Kim,1998-04-22,27,Female,Married,Singaporean,Indian,Citizen / PR,96728049,monicalewis@yahoo.com,jillian.kim@company.com,IT,System Analyst,Contract,Probation,2019-05-21,12,Marketing
139,Jonathan Wang,Jonathan,Wang,1981-04-02,44,Male,Married,Singaporean,Chinese,Citizen / PR,94053298,lewisrobert@hall.com,jonathan.wang@company.com,IT,System Analyst,Full-Time,Resigned,2020-02-02,17,Product
140,Edward Bond,Edward,Bond,1973-04-26,52,Female,Single,Singaporean,Malay,Citizen / PR,91929522,kimberly92@lambert-cervantes.info,edward.bond@company.com,Service,Service Coordinator,Contract,Active,2025-01-19,3,IT Support
141,Jason Bauer,Jason,Bauer,1997-08-31,28,Male,Married,Thai,Malay,S Pass,92978648,browntodd@brown.info,jason.bauer@company.com,Wholesale,Warehouse Manager,Part-Time,Resigned,2020-07-13,3,Sales
142,John Wong,John,Wong,1999-02-16,26,Female,Divorced,Others,Chinese,S Pass,99174153,roger61@hicks.net,john.wong@company.com,Service,Customer Service Officer,Part-Time,Resigned,2019-05-29,13,Operations
143,Stacy Scott,Stacy,Scott,1987-12-09,38,Male,Married,Chinese (PRC),Indian,Work Permit (WP),91527720,cannonchristopher@king-guerrero.com,stacy.scott@company.com,IT,Software Engineer,Full-Time,Probation,2024-10-23,2,Product
144,Alice Jones,Alice,Jones,1980-01-04,45,Male,Single,Indian,Eurasian,S Pass,98248692,sanchezjimmy@bartlett-bowen.com,alice.jones@company.com,Wholesale,Supplier Relations Officer,Full-Time,Active,2024-07-07,1,Legal
145,Daniel Miller,Daniel,Miller,1966-07-09,59,Female,Divorced,Indian,Malay,Employment Pass (EP),99563022,rodriguezmichael@hotmail.com,daniel.miller@company.com,IT,Software Engineer,Part-Time,Resigned,2022-02-10,16,Sales
146,Katrina Simmons,Katrina,Simmons,1979-07-18,46,Male,Single,Singaporean,Others,Citizen / PR,99248899,marcusmiller@dixon.com,katrina.simmons@company.com,IT,Network Engineer,Part-Time,Probation,2019-02-19,7,Operations
147,Miguel Peck,Miguel,Peck,1970-11-19,55,Female,Single,Singaporean,Others,Citizen / PR,93381527,adammcdonald@robinson.com,miguel.peck@company.com,IT,Database Administrator,Full-Time,Resigned,2016-12-14,8,Sales
148,Thomas King,Thomas,King,1986-04-04,39,Male,Single,Singaporean,Chinese,Citizen / PR,94646261,edward82@best.com,thomas.king@company.com,IT,Cloud Architect,Full-Time,Probation,2020-05-23,16,Marketing
149,Matthew Hahn,Matthew,Hahn,1985-04-10,40,Female,Single,Filipino,Indian,S Pass,94430769,qmyers@williams.com,matthew.hahn@company.com,IT,DevOps Engineer,Full-Time,Probation,2021-09-04,0,Operations
150,Cassandra Santana,Cassandra,Santana,1981-12-14,44,Male,Married,Malaysian,Chinese,S Pass,98450058,sandrathornton@sharp-conner.biz,cassandra.santana@company.com,Service,Front Desk Officer,Full-Time,Active,2025-10-27,10,Operations
151,Aaron Miller,Aaron,Miller,1989-01-09,36,Male,Married,Singaporean,Eurasian,Citizen / PR,94821824,russellcatherine@hotmail.com,aaron.miller@company.com,IT,Database Administrator,Part-Time,Resigned,2017-09-17,7,Legal
152,Tony Brown,Tony,Brown,1987-10-15,38,Female,Married,Singaporean,Eurasian,Citizen / PR,96331080,dgarza@yahoo.com,tony.brown@company.com,Wholesale,Supplier Relations Officer,Contract,Active,2018-05-27,0,Engineering
153,Benjamin Castro,Benjamin,Castro,1982-07-09,43,Female,Single,Others,Eurasian,S Pass,91545824,lynnmonica@bass.com,benjamin.castro@company.com,Service,Customer Service Officer,Part-Time,Active,2018-02-09,7,Engineering
154,Christopher Davis,Christopher,Davis,1973-12-26,52,Male,Married,Singaporean,Indian,Citizen / PR,93464831,santiagodaniel@yahoo.com,christopher.davis@company.com,Service,Service Manager,Full-Time,Resigned,2024-11-26,12,Finance
155,Natalie Silva,Natalie,Silva,1981-03-25,44,Male,Divorced,Singaporean,Eurasian,Citizen / PR,96573454,greggjohnston@lowe.info,natalie.silva@company.com,Wholesale,Warehouse Manager,Contract,Probation,2016-05-02,7,Finance
156,Sandra Cruz,Sandra,Cruz,1997-02-13,28,Female,Divorced,Indian,Eurasian,S Pass,97947616,kramirez@brennan-brown.com,sandra.cruz@company.com,IT,Cloud Architect,Contract,Active,2022-03-17,18,Legal
157,Emily Sosa,Emily,Sosa,1997-05-26,28,Male,Single,Singaporean,Others,Citizen / PR,95934881,austinmartin@long.net,emily.sosa@company.com,Service,Service Manager,Contract,Resigned,2016-06-29,11,Operations
158,Karen Williams,Karen,Williams,1976-12-26,49,Male,Single,Singaporean,Chinese,Citizen / PR,95347968,vbrown@martinez-hess.info,karen.williams@company.com,Service,Operations Executive,Contract,Resigned,2020-04-25,1,Legal
159,Susan Lee,Susan,Lee,1988-12-22,37,Female,Divorced,Singaporean,Eurasian,Citizen / PR,96724586,catherinegallegos@jordan.com,susan.lee@company.com,IT,Network Engineer,Full-Time,Probation,2020-12-09,14,Human Resources
160,Nicole Huerta,Nicole,Huerta,2000-10-28,25,Male,Single,Singaporean,Malay,Citizen / PR,91701306,cgomez@hotmail.com,nicole.huerta@company.com,IT,IT Manager,Full-Time,Resigned,2018-09-21,10,IT Support
161,Susan Atkins,Susan,Atkins,1993-04-13,32,Female,Single,Singaporean,Others,Citizen / PR,97508086,christopher38@yahoo.com,susan.atkins@company.com,IT,Cloud Architect,Part-Time,Resigned,2018-10-26,0,Legal
162,Michael Turner,Michael,Turner,1986-01-08,39,Female,Divorced,Singaporean,Eurasian,Citizen / PR,97962524,smithchristopher@hotmail.com,michael.turner@company.com,Wholesale,Sales Executive,Full-Time,Probation,2021-09-05,14,Operations
163,Angela Baker,Angela,Baker,1981-04-28,44,Female,Married,Singaporean,Eurasian,Citizen / PR,98113320,martinezgeorge@jones.com,angela.baker@company.com,Wholesale,Inventory Coordinator,Part-Time,Resigned,2016-08-12,8,Legal
164,Nicholas Quinn,Nicholas,Quinn,2001-08-13,24,Male,Married,Singaporean,Eurasian,Citizen / PR,94444210,jhiggins@yahoo.com,nicholas.quinn@company.com,IT,DevOps Engineer,Contract,Probation,2021-12-28,11,Engineering
165,Amy Howard,Amy,Howard,1978-04-26,47,Female,Divorced,Singaporean,Chinese,Citizen / PR,99441366,nicolemcbride@yahoo.com,amy.howard@company.com,Wholesale,Supplier Relations Officer,Contract,Probation,2020-07-12,9,Marketing
166,Devon Coleman,Devon,Coleman,1982-12-29,43,Female,Married,Singaporean,Malay,Citizen / PR,96164197,judith67@gmail.com,devon.coleman@company.com,Wholesale,Inventory Coordinator,Contract,Probation,2015-12-28,17,Product
167,Nancy Wright,Nancy,Wright,2000-10-30,25,Female,Divorced,Singaporean,Indian,Citizen / PR,92062129,sophiaphelps@roach.com,nancy.wright@company.com,IT,Cloud Architect,Contract,Active,2025-01-01,9,Marketing
168,Michelle Welch,Michelle,Welch,2004-11-27,21,Male,Single,Singaporean,Chinese,Citizen / PR,92902882,juan13@gmail.com,michelle.welch@company.com,Wholesale,Purchasing Executive,Part-Time,Resigned,2018-04-15,6,Engineering
169,Stephen Miller,Stephen,Miller,1965-06-17,60,Male,Married,Bangladeshi,Indian,S Pass,98435061,jbrown@hotmail.com,stephen.miller@company.com,Service,Operations Executive,Full-Time,Probation,2024-11-09,8,Human Resources
170,Veronica Ruiz,Veronica,Ruiz,1984-02-16,41,Male,Single,Singaporean,Others,Citizen / PR,94935951,ashley61@yahoo.com,veronica.ruiz@company.com,IT,AI Engineer,Part-Time,Active,2016-10-27,3,Marketing
171,Jenny Peterson,Jenny,Peterson,1994-05-21,31,Male,Married,Filipino,Indian,Employment Pass (EP),92927235,leepatrick@gmail.com,jenny.peterson@company.com,Service,Customer Service Officer,Contract,Resigned,2025-03-21,17,Marketing
172,Steve Henry,Steve,Henry,1969-03-02,56,Female,Married,Singaporean,Indian,Citizen / PR,92141044,gonzalesvictoria@gmail.com,steve.henry@company.com,Service,Field Service Technician,Full-Time,Active,2015-11-18,15,Marketing
173,Nathaniel Woods,Nathaniel,Woods,1997-04-25,28,Male,Divorced,Myanmar,Indian,LTVP,90788439,jimenezjessica@silva-miller.com,nathaniel.woods@company.com,Wholesale,Warehouse Manager,Part-Time,Probation,2020-07-31,6,Legal
174,Jacob Ramirez,Jacob,Ramirez,1993-07-13,32,Male,Single,Singaporean,Others,Citizen / PR,90294941,seth01@hotmail.com,jacob.ramirez@company.com,Wholesale,Inventory Coordinator,Contract,Active,2016-10-26,11,Sales
175,Anthony Ford,Anthony,Ford,1976-08-04,49,Male,Single,Singaporean,Chinese,Citizen / PR,99083987,manuelgray@riggs-miller.biz,anthony.ford@company.com,IT,DevOps Engineer,Contract,Resigned,2021-04-17,10,Engineering
176,Briana Cummings,Briana,Cummings,1998-04-15,27,Female,Single,Singaporean,Indian,Citizen / PR,95901656,toddjames@hotmail.com,briana.cummings@company.com,IT,Full Stack Developer,Contract,Probation,2019-05-27,19,Operations
177,Keith Simmons,Keith,Simmons,1966-10-10,59,Female,Divorced,Singaporean,Chinese,Citizen / PR,90642415,andersonerin@santana.com,keith.simmons@company.com,Service,Field Service Technician,Contract,Probation,2023-09-21,4,Human Resources
178,Sarah Terrell,Sarah,Terrell,1970-12-01,55,Female,Divorced,Singaporean,Malay,Citizen / PR,96765730,christopher81@white.com,sarah.terrell@company.com,Wholesale,Inventory Coordinator,Full-Time,Resigned,2018-11-06,19,Sales
179,Thomas Mckinney,Thomas,Mckinney,1980-10-09,45,Male,Married,Singaporean,Malay,Citizen / PR,96734739,xrodriguez@blake.com,thomas.mckinney@company.com,IT,DevOps Engineer,Contract,Resigned,2025-01-04,11,Finance
180,Peter Smith,Peter,Smith,1965-10-27,60,Female,Married,Others,Eurasian,LTVP,93956866,vabbott@hahn.info,peter.smith@company.com,IT,Cloud Architect,Contract,Active,2018-02-12,14,Legal
181,Kathleen Mcintyre,Kathleen,Mcintyre,1992-01-16,33,Male,Married,Singaporean,Malay,Citizen / PR,94125738,judy82@green.com,kathleen.mcintyre@company.com,IT,System Analyst,Full-Time,Resigned,2023-06-10,0,Marketing
182,John Smith,John,Smith,1997-04-24,28,Male,Married,Singaporean,Indian,Citizen / PR,95976670,michaela39@leonard-jennings.biz,john.smith@company.com,IT,DevOps Engineer,Full-Time,Active,2024-12-26,5,Sales
183,Richard Bailey,Richard,Bailey,1993-10-20,32,Male,Divorced,Singaporean,Others,Citizen / PR,90201541,david52@yahoo.com,richard.bailey@company.com,Wholesale,Warehouse Manager,Part-Time,Resigned,2024-04-23,15,IT Support
184,Mark Lozano,Mark,Lozano,1999-11-22,26,Female,Single,Thai,Others,Employment Pass (EP),93561516,jennifergreen@williams.com,mark.lozano@company.com,Wholesale,Purchasing Executive,Contract,Resigned,2019-12-10,14,Marketing
185,Denise Gordon,Denise,Gordon,1984-04-20,41,Female,Married,Others,Chinese,S Pass,93732024,jeremyglover@mcgee.net,denise.gordon@company.com,Service,Front Desk Officer,Part-Time,Probation,2016-03-21,14,Sales
186,Renee Gray,Renee,Gray,1970-03-15,55,Female,Married,Singaporean,Indian,Citizen / PR,97897430,danacampbell@hotmail.com,renee.gray@company.com,IT,Full Stack Developer,Full-Time,Probation,2023-09-13,1,Engineering
187,Timothy Stanton,Timothy,Stanton,1965-05-01,60,Male,Divorced,Bangladeshi,Chinese,Work Permit (WP),91332964,jason50@gmail.com,timothy.stanton@company.com,Service,Service Coordinator,Part-Time,Active,2019-08-01,6,Engineering
188,Regina Butler,Regina,Butler,1994-07-11,31,Male,Divorced,Singaporean,Indian,Citizen / PR,95188774,nchaney@hotmail.com,regina.butler@company.com,Wholesale,Purchasing Executive,Part-Time,Resigned,2020-08-15,6,Sales
189,Vincent Clark,Vincent,Clark,1972-10-26,53,Female,Single,Singaporean,Eurasian,Citizen / PR,91435041,anne74@yahoo.com,vincent.clark@company.com,Service,Customer Service Officer,Full-Time,Resigned,2017-10-19,12,Finance
190,Linda Anderson,Linda,Anderson,1991-10-04,34,Male,Married,Bangladeshi,Malay,Work Permit (WP),99355939,pamela70@green-galloway.info,linda.anderson@company.com,Wholesale,Wholesale Manager,Contract,Active,2019-07-12,16,Operations
191,Shannon Sanchez,Shannon,Sanchez,1969-04-12,56,Female,Divorced,Singaporean,Eurasian,Citizen / PR,95810094,alicia39@hotmail.com,shannon.sanchez@company.com,IT,Software Engineer,Full-Time,Resigned,2021-12-25,10,Engineering
192,Katherine James,Katherine,James,1993-01-21,32,Male,Married,Singaporean,Eurasian,Citizen / PR,97866858,hudsongregory@bowers.biz,katherine.james@company.com,IT,Project Manager,Part-Time,Active,2021-12-20,11,IT Support
193,Taylor Small,Taylor,Small,1972-05-30,53,Male,Married,Singaporean,Malay,Citizen / PR,95224275,ymccoy@pena.net,taylor.small@company.com,Service,Operations Executive,Part-Time,Probation,2023-09-15,0,Engineering
194,April Butler,April,Butler,1990-07-10,35,Female,Single,Singaporean,Others,Citizen / PR,90476312,franklisa@harper-estes.com,april.butler@company.com,IT,Project Manager,Full-Time,Resigned,2019-03-23,8,Human Resources
195,Brittany Reyes,Brittany,Reyes,2000-11-18,25,Male,Married,Malaysian,Malay,Employment Pass (EP),95139584,nicolas90@shah.com,brittany.reyes@company.com,IT,DevOps Engineer,Contract,Active,2020-12-04,19,Sales
196,Nathan Hernandez,Nathan,Hernandez,1976-01-24,49,Female,Married,Singaporean,Others,Citizen / PR,92352067,andrew18@gmail.com,nathan.hernandez@company.com,Wholesale,Inventory Coordinator,Contract,Probation,2024-10-27,19,Finance
197,Bryce Robinson,Bryce,Robinson,2005-01-16,20,Male,Married,Indonesian,Malay,Work Permit (WP),98586779,billyshaw@waters-rose.biz,bryce.robinson@company.com,IT,AI Engineer,Part-Time,Resigned,2016-08-04,9,Engineering
198,Melissa Ramirez,Melissa,Ramirez,1971-01-26,54,Male,Single,Singaporean,Chinese,Citizen / PR,99395702,nicole28@lawson-garcia.com,melissa.ramirez@company.com,Wholesale,Wholesale Manager,Full-Time,Resigned,2023-06-03,11,Marketing
199,Michael Andrews,Michael,Andrews,1974-06-26,51,Female,Divorced,Singaporean,Chinese,Citizen / PR,93060053,amanda92@vasquez.org,michael.andrews@company.com,Service,Service Manager,Part-Time,Probation,2023-12-24,16,IT Support
200,Felicia Casey,Felicia,Casey,2001-12-30,24,Female,Divorced,Singaporean,Indian,Citizen / PR,90022771,hodgesbobby@barker.com,felicia.casey@company.com,IT,System Analyst,Part-Time,Probation,2024-05-11,2,Legal
201,Jeffrey Jackson,Jeffrey,Jackson,2003-09-01,22,Male,Divorced,Filipino,Malay,Work Permit (WP),99359078,heathermartin@austin.com,jeffrey.jackson@company.com,Service,Service Coordinator,Part-Time,Resigned,2019-03-25,19,IT Support
202,Brian Ross,Brian,Ross,2002-03-12,23,Male,Married,Singaporean,Malay,Citizen / PR,94604515,erogers@hotmail.com,brian.ross@company.com,IT,AI Engineer,Part-Time,Active,2022-07-06,9,Sales
203,Alexandra Maynard,Alexandra,Maynard,1994-01-12,31,Female,Single,Singaporean,Indian,Citizen / PR,91791228,melanie49@yahoo.com,alexandra.maynard@company.com,Wholesale,Warehouse Manager,Full-Time,Resigned,2019-01-25,0,Marketing
204,Julia Mitchell,Julia,Mitchell,1998-09-30,27,Female,Divorced,Singaporean,Chinese,Citizen / PR,98687385,olivia77@jimenez.net,julia.mitchell@company.com,Wholesale,Purchasing Executive,Full-Time,Resigned,2017-02-07,3,IT Support
205,Destiny Bailey,Destiny,Bailey,1996-12-13,29,Female,Married,Singaporean,Malay,Citizen / PR,92956602,tammy77@yahoo.com,destiny.bailey@company.com,Service,Field Service Technician,Full-Time,Active,2016-04-07,3,Product
206,Jonathan Turner,Jonathan,Turner,1994-09-14,31,Female,Married,Singaporean,Others,Citizen / PR,92366361,kaufmanfernando@yahoo.com,jonathan.turner@company.com,Service,Front Desk Officer,Contract,Active,2021-11-27,13,Product
207,Charles Howard,Charles,Howard,1989-04-16,36,Female,Divorced,Singaporean,Indian,Citizen / PR,99222253,michelle27@hotmail.com,charles.howard@company.com,Service,Operations Executive,Part-Time,Active,2025-01-05,14,Finance
208,Christina Anderson,Christina,Anderson,2002-07-24,23,Female,Single,Singaporean,Chinese,Citizen / PR,90286005,cwallace@yahoo.com,christina.anderson@company.com,IT,IT Manager,Full-Time,Active,2021-12-25,14,Legal
